id,chart,action,item,label,lat,lng,doc,effective,use,all_nearest_id,all_dist_nmi,all_a1_to_2,use_nearest_id,use_dist_nmi,use_a1_to_2
372,18653,relocate,RICHMOND HBR LT 4,"Q R 15ft 3M ""4"" Ra Ref",37.90658,-122.4009,"LNM 04/04, 11th Dist",2004w04,n,121,0.01981057491282229,180.0,,,
373,18653,relocate,RICHMOND HBR LT 8,"Fl R 6s 15ft 4M ""8"" Ra Ref",37.90443,-122.3849,"LNM 04/04, 11th Dist",2004w04,n,383,0.0,0.0,,,
374,18653,relocate,RICHMOND HBR LT 10,"Fl R 4s 15ft 4M ""10"" Ra Ref",37.90337,-122.376,"LNM 04/04, 11th Dist",2004w04,n,325,0.0,0.0,,,
375,18653,relocate,RICHMOND HBR LT 12,"Fl R 2.5s 25ft 4M ""12"" Ra Ref",37.90166,-122.367,"LNM 04/04, 11th Dist",2004w04,n,301,0.3254092443412564,81.83136911105981,,,
376,18653,relocate,PT POTRERO RF LT 14,"Q R 18ft 3M ""14""",37.90243,-122.3602,"LNM 04/04, 11th Dist",2004w04,n,301,0.0,0.0,,,
377,18653,relocate,RICHMOND HBR DB 16,"R ""16""",37.90582,-122.3596,"LNM 04/04, 11th Dist",2004w04,n,385,0.0,0.0,,,
652,18650,relocate,OAKLAND INNER HBR LB 4,"R ""4"" Fl R 4s",37.80098,-122.3478,"LNM 06/04, 11th Dist",2004w06,n,672,0.009950387148687151,252.44280949832637,,,
380,18654,relocate,DB 11,"G ""11""",38.09718,-122.4493,"LNM 06/04, 11th Dist",2004w06,n,35,0.004802511647359468,180.0,,,
381,18654,relocate,ENT LT 12,"Fl R 4s 10ft 3M ""12"" Ra Ref",38.09756,-122.4484,"LNM 06/04, 11th Dist",2004w06,n,18,0.0,0.0,,,
382,18654,relocate,PETALUMA  LT 14,"Fl R 4s 20ft 4M ""14""",38.10524,-122.4547,"LNM 06/04, 11th Dist",2004w06,n,346,0.0,0.0,,,
383,18654,relocate,RF LT 3,"Q G 15ft 4M ""3""",38.07387,-122.246,"LNM 06/04, 11th Dist",2004w06,n,299,0.016732362884178332,145.60685357529536,,,
384,18654,relocate,LT 4,"Q R 15ft 4M ""4""",38.07368,-122.2441,"LNM 06/04, 11th Dist",2004w06,n,105,0.0,0.0,,,
652,18650,relocate,OAKLAND INNER HBR LB 4,"R ""4"" Fl R 4s",37.80098,-122.3478,"LNM 06/04, 11th Dist",2004w06,n,672,0.009950387148687151,252.44280949832637,,,
380,18654,relocate,DB 11,"G ""11""",38.09718,-122.4493,"LNM 06/04, 11th Dist",2004w06,n,35,0.004802511647359468,180.0,,,
381,18654,relocate,ENT LT 12,"Fl R 4s 10ft 3M ""12"" Ra Ref",38.09756,-122.4484,"LNM 06/04, 11th Dist",2004w06,n,18,0.0,0.0,,,
382,18654,relocate,PETALUMA  LT 14,"Fl R 4s 20ft 4M ""14""",38.10524,-122.4547,"LNM 06/04, 11th Dist",2004w06,n,346,0.0,0.0,,,
383,18654,relocate,RF LT 3,"Q G 15ft 4M ""3""",38.07387,-122.246,"LNM 06/04, 11th Dist",2004w06,n,299,0.016732362884178332,145.60685357529536,,,
384,18654,relocate,LT 4,"Q R 15ft 4M ""4""",38.07368,-122.2441,"LNM 06/04, 11th Dist",2004w06,n,105,0.0,0.0,,,
385,18654,add,DB 23,"G ""23""",38.2686,-122.2867,"LNM 06/04, 11th Dist",2004w06,y,481,0.0,0.0,481,0.0,0.0
650,18650,revise,OAKLAND HBR LB 7,"G ""7"" Fl G 2.5s",37.81418,-122.3276,"LNM 09/04, 11th Dist",2004w09,n,683,0.0,0.0,,,
377,18654,relocate,LT 1,"Fl G 4s 15ft 3M ""1"" Ra Ref",38.04518,-122.4288,"LNM 09/04, 11th Dist",2004w09,n,344,0.0,0.0,,,
378,18654,relocate,BY 2,"R N ""2""",38.19741,-122.5613,"LNM 09/04, 11th Dist",2004w09,n,388,0.0,0.0,,,
650,18650,revise,OAKLAND HBR LB 7,"G ""7"" Fl G 2.5s",37.81418,-122.3276,"LNM 09/04, 11th Dist",2004w09,n,683,0.0,0.0,,,
377,18654,relocate,LT 1,"Fl G 4s 15ft 3M ""1"" Ra Ref",38.04518,-122.4288,"LNM 09/04, 11th Dist",2004w09,n,344,0.0,0.0,,,
378,18654,relocate,BY 2,"R N ""2""",38.19741,-122.5613,"LNM 09/04, 11th Dist",2004w09,n,388,0.0,0.0,,,
379,18654,add,LT 38,"Fl R 4s 15ft 3M ""38""",38.28962,-122.2826,"LNM 09/04, 11th Dist",2004w09,y,367,0.0,0.0,433,0.18056593976344826,21.426433266565937
646,18650,revise,SOUND IN FT,8,37.81081,-122.4225,"LNM 10/04, 11th Dist",2004w10,n,91,0.02506605479423058,349.0932716182261,,,
649,18650,revise & relocate,LT 1,"Fl G 4s 17ft ""1"" Priv",37.76361,-122.2828,"LNM 10/04, 11th Dist",2004w10,n,172,0.0,0.0,,,
646,18650,revise,SOUND IN FT,8,37.81081,-122.4225,"LNM 10/04, 11th Dist",2004w10,n,91,0.02506605479423058,349.0932716182261,,,
649,18650,revise & relocate,LT 1,"Fl G 4s 17ft ""1"" Priv",37.76361,-122.2828,"LNM 10/04, 11th Dist",2004w10,n,172,0.0,0.0,,,
369,18653,add,DANGEROUS WRECK,NONE,37.985,-122.4042,"LNM 14/04, 11th Dist",2004w14,n,376,0.0,0.0,,,
374,18654,relocate,MARE ISL LT 17,"Fl G 6s 30ft 4M ""17""",38.06903,-122.2529,"LNM 14/04, 11th Dist",2004w14,n,151,0.0030015745659730943,0.0,,,
376,18654,add,DANGEROUS WRECK,NONE,37.985,-122.4042,"LNM 14/04, 11th Dist",2004w14,n,369,0.0,0.0,,,
369,18653,add,DANGEROUS WRECK,NONE,37.985,-122.4042,"LNM 14/04, 11th Dist",2004w14,n,376,0.0,0.0,,,
374,18654,relocate,MARE ISL LT 17,"Fl G 6s 30ft 4M ""17""",38.06903,-122.2529,"LNM 14/04, 11th Dist",2004w14,n,151,0.0030015745659730943,0.0,,,
375,18654,add,NAPPA RV LT 25,"Fl G 4s 15ft ""25""",38.27134,-122.2874,"LNM 14/04, 11th Dist",2004w14,y,440,0.13180274861686767,48.66773433208482,440,0.13180274861686767,48.66773433208482
376,18654,add,DANGEROUS WRECK,NONE,37.985,-122.4042,"LNM 14/04, 11th Dist",2004w14,n,369,0.0,0.0,,,
647,18650,revise,SOUND IN FT,17,37.81081,-122.4209,"LNM 16/04, 11th Dist",2004w16,n,118,0.03761372435956653,22.226769514901264,,,
648,18650,revise,SOUND IN FT,8,37.80864,-122.4196,"LNM 16/04, 11th Dist",2004w16,n,647,0.14412477931241463,334.6720911779892,,,
647,18650,revise,SOUND IN FT,17,37.81081,-122.4209,"LNM 16/04, 11th Dist",2004w16,n,118,0.03761372435956653,22.226769514901264,,,
648,18650,revise,SOUND IN FT,8,37.80864,-122.4196,"LNM 16/04, 11th Dist",2004w16,n,647,0.14412477931241463,334.6720911779892,,,
352,18653,add,DASHED MAGENTA LINE,NONE,37.91583,-122.4228,"LNM 17/04, 11th Dist",2004w17,n,433,0.03415476440705449,43.89289862256919,,,
353,18653,add,DASHED MAGENTA LINE,Pt 2 of 4,37.89056,-122.4175,"LNM 17/04, 11th Dist",2004w17,n,435,0.004775527361201084,277.2216622946694,,,
354,18653,add,DASHED MAGENTA LINE,NONE,37.89,-122.4203,"LNM 17/04, 11th Dist",2004w17,n,434,0.015738054669172493,342.48037565373426,,,
355,18653,add,DASHED MAGENTA LINE,NONE,37.925,-122.4264,"LNM 17/04, 11th Dist",2004w17,n,358,0.0,0.0,,,
356,18653,delete,DASHED MAGENTA LINE,Pt 2 of 2,37.90083,-122.4196,"LNM 17/04, 11th Dist",2004w17,n,364,0.039571347811587464,13.851875072549149,,,
357,18653,delete,DASHED MAGENTA LINE,NONE,37.90059,-122.4222,"LNM 17/04, 11th Dist",2004w17,n,365,0.017243490020780697,326.6725924984102,,,
358,18653,delete,DASHED MAGENTA LINE,Pt 2 of 2,37.925,-122.4264,"LNM 17/04, 11th Dist",2004w17,n,355,0.0,0.0,,,
359,18653,delete,DASHED MAGENTA LINE,NONE,37.89989,-122.4194,"LNM 17/04, 11th Dist",2004w17,n,366,0.037896335807726736,270.0002457134374,,,
360,18653,delete,DASHED MAGENTA LINE,NONE,37.8997,-122.422,"LNM 17/04, 11th Dist",2004w17,n,367,0.028422325534816,270.0001842845061,,,
361,18653,delete,DASHED MAGENTA LINE,NONE,37.91639,-122.4251,"LNM 17/04, 11th Dist",2004w17,n,438,0.024475383105961545,191.15714580123415,,,
362,18653,delete,DASHED MAGENTA LINE,NONE,37.915,-122.4083,"LNM 17/04, 11th Dist",2004w17,n,292,0.2894433782030557,352.47881305642323,,,
363,18653,add,DASHED MAGENTA LINE,NONE,37.92778,-122.4194,"LNM 17/04, 11th Dist",2004w17,n,291,0.09812891161083923,60.294689812657396,,,
365,18653,delete,DASHED MAGENTA LINE,NONE,37.90083,-122.4224,"LNM 17/04, 11th Dist",2004w17,n,357,0.017243490020735,146.67246963951442,,,
366,18653,delete,DASHED MAGENTA LINE,NONE,37.89989,-122.4202,"LNM 17/04, 11th Dist",2004w17,n,359,0.037896335807726736,89.99975428656262,,,
367,18653,delete,DASHED MAGENTA LINE,NONE,37.8997,-122.4226,"LNM 17/04, 11th Dist",2004w17,n,360,0.028422325534816,89.99981571549392,,,
368,18653,delete,DASHED MAGENTA LINE,NONE,37.92683,-122.4221,"LNM 17/04, 11th Dist",2004w17,n,363,0.1399952461356597,65.95921173750833,,,
352,18653,add,DASHED MAGENTA LINE,NONE,37.91583,-122.4228,"LNM 17/04, 11th Dist",2004w17,n,433,0.03415476440705449,43.89289862256919,,,
353,18653,add,DASHED MAGENTA LINE,Pt 2 of 4,37.89056,-122.4175,"LNM 17/04, 11th Dist",2004w17,n,435,0.004775527361201084,277.2216622946694,,,
354,18653,add,DASHED MAGENTA LINE,NONE,37.89,-122.4203,"LNM 17/04, 11th Dist",2004w17,n,434,0.015738054669172493,342.48037565373426,,,
355,18653,add,DASHED MAGENTA LINE,NONE,37.925,-122.4264,"LNM 17/04, 11th Dist",2004w17,n,358,0.0,0.0,,,
356,18653,delete,DASHED MAGENTA LINE,Pt 2 of 2,37.90083,-122.4196,"LNM 17/04, 11th Dist",2004w17,n,364,0.039571347811587464,13.851875072549149,,,
357,18653,delete,DASHED MAGENTA LINE,NONE,37.90059,-122.4222,"LNM 17/04, 11th Dist",2004w17,n,365,0.017243490020780697,326.6725924984102,,,
358,18653,delete,DASHED MAGENTA LINE,Pt 2 of 2,37.925,-122.4264,"LNM 17/04, 11th Dist",2004w17,n,355,0.0,0.0,,,
359,18653,delete,DASHED MAGENTA LINE,NONE,37.89989,-122.4194,"LNM 17/04, 11th Dist",2004w17,n,366,0.037896335807726736,270.0002457134374,,,
360,18653,delete,DASHED MAGENTA LINE,NONE,37.8997,-122.422,"LNM 17/04, 11th Dist",2004w17,n,367,0.028422325534816,270.0001842845061,,,
361,18653,delete,DASHED MAGENTA LINE,NONE,37.91639,-122.4251,"LNM 17/04, 11th Dist",2004w17,n,438,0.024475383105961545,191.15714580123415,,,
362,18653,delete,DASHED MAGENTA LINE,NONE,37.915,-122.4083,"LNM 17/04, 11th Dist",2004w17,n,292,0.2894433782030557,352.47881305642323,,,
363,18653,add,DASHED MAGENTA LINE,NONE,37.92778,-122.4194,"LNM 17/04, 11th Dist",2004w17,n,291,0.09812891161083923,60.294689812657396,,,
365,18653,delete,DASHED MAGENTA LINE,NONE,37.90083,-122.4224,"LNM 17/04, 11th Dist",2004w17,n,357,0.017243490020735,146.67246963951442,,,
366,18653,delete,DASHED MAGENTA LINE,NONE,37.89989,-122.4202,"LNM 17/04, 11th Dist",2004w17,n,359,0.037896335807726736,89.99975428656262,,,
367,18653,delete,DASHED MAGENTA LINE,NONE,37.8997,-122.4226,"LNM 17/04, 11th Dist",2004w17,n,360,0.028422325534816,89.99981571549392,,,
368,18653,delete,DASHED MAGENTA LINE,NONE,37.92683,-122.4221,"LNM 17/04, 11th Dist",2004w17,n,363,0.1399952461356597,65.95921173750833,,,
350,18653,revise,DEPTH LEGEND,8 ft rep 2003,37.96869,-122.4829,"LNM 18/04, 11th Dist",2004w18,n,373,0.0,0.0,,,
351,18653,revise,DEPTH LEGEND,8 ft rep 2003,37.9702,-122.4812,"LNM 18/04, 11th Dist",2004w18,n,373,0.121201461482486,221.5906655910969,,,
373,18654,revise,DEPTH LEGEND,8 ft rep 2003,37.96869,-122.4829,"LNM 18/04, 11th Dist",2004w18,n,350,0.0,0.0,,,
350,18653,revise,DEPTH LEGEND,8 ft rep 2003,37.96869,-122.4829,"LNM 18/04, 11th Dist",2004w18,n,373,0.0,0.0,,,
351,18653,revise,DEPTH LEGEND,8 ft rep 2003,37.9702,-122.4812,"LNM 18/04, 11th Dist",2004w18,n,373,0.121201461482486,221.5906655910969,,,
373,18654,revise,DEPTH LEGEND,8 ft rep 2003,37.96869,-122.4829,"LNM 18/04, 11th Dist",2004w18,n,350,0.0,0.0,,,
372,18654,add,BY BP,"RG N ""BP""",38.06108,-122.2275,"LNM 20/04, 11th Dist",2004w20,y,195,0.06147224572598634,88.320770969882,195,0.06147224572598634,88.320770969882
263,18651,relocate,SAN FRANCISCO B S LT 8,"Fl R 4s 15ft 4M ""8""",37.60462,-122.2914,"LNM 21/04, 11th Dist",2004w21,n,312,1.2110483611668597,239.33703166891127,,,
348,18653,relocate,RACOON STRAIT LB 3,"G ""3"" Fl G 4s",37.86115,-122.4574,"LNM 21/04, 11th Dist",2004w21,n,345,0.0,0.0,,,
369,18654,revise & relocate,MARE I STRAIT LT 2,"Fl R 2.5s 20ft 3M ""2""",38.06964,-122.2448,"LNM 21/04, 11th Dist",2004w21,n,292,0.028362657136617606,268.78739035060244,,,
263,18651,relocate,SAN FRANCISCO B S LT 8,"Fl R 4s 15ft 4M ""8""",37.60462,-122.2914,"LNM 21/04, 11th Dist",2004w21,n,312,1.2110483611668597,239.33703166891127,,,
348,18653,relocate,RACOON STRAIT LB 3,"G ""3"" Fl G 4s",37.86115,-122.4574,"LNM 21/04, 11th Dist",2004w21,n,345,0.0,0.0,,,
349,18653,add,SAUSALITO CHANNEL DBN 8,"R ""8"" Priv",37.86694,-122.4897,"LNM 21/04, 11th Dist",2004w21,y,70,0.035418985313649856,0.0,175,0.3128019840427764,163.26874689984174
369,18654,revise & relocate,MARE I STRAIT LT 2,"Fl R 2.5s 20ft 3M ""2""",38.06964,-122.2448,"LNM 21/04, 11th Dist",2004w21,n,292,0.028362657136617606,268.78739035060244,,,
370,18654,add,LT 23,"Fl G 4s 15ft 4M ""23""",38.27685,-122.2867,"LNM 21/04, 11th Dist",2004w21,y,269,0.0,0.0,269,0.0,0.0
371,18654,add,Daybeacon 36,"R ""36""",38.28664,-122.2834,"LNM 21/04, 11th Dist",2004w21,y,367,0.18281986644256423,11.898634824710825,379,0.18281986644256423,11.898634824710825
642,18650,revise,LIME POINT LT,Fl 4s 15ft 8M HORN,37.82545,-122.4783,"LNM 26/04, 11th Dist",2004w26,n,538,0.0,0.0,,,
642,18650,revise,LIME POINT LT,Fl 4s 15ft 8M HORN,37.82545,-122.4783,"LNM 26/04, 11th Dist",2004w26,n,538,0.0,0.0,,,
638,18650,add,BUOY,Fl 4s Priv,37.81472,-122.3631,"LNM 27/04, 11th Dist",2004w27,y,581,0.0,0.0,581,0.0,0.0
639,18650,add,BUOY,Fl 4s Priv,37.81472,-122.3628,"LNM 27/04, 11th Dist",2004w27,y,638,0.014227624020193532,270.0000919668859,581,0.014227624020193532,270.0000919668859
640,18650,add,BUOY,Fl 4s Priv,37.815,-122.3606,"LNM 27/04, 11th Dist",2004w27,y,582,0.0,0.0,582,0.0,0.0
641,18650,add,BUOY,Fl 4s Priv,37.81306,-122.3594,"LNM 27/04, 11th Dist",2004w27,y,583,0.0,0.0,583,0.0,0.0
636,18650,relocate,OAKLAND IN HBR LT 7,"Fl G 4s 30ft 7M ""7"" HORN",37.80011,-122.3317,"LNM 29/04, 11th Dist",2004w29,n,109,0.0,0.0,,,
637,18650,relocate,DB 5,"G ""5""",37.74071,-122.2134,"LNM 29/04, 11th Dist",2004w29,n,684,0.05722861162346731,294.1491873210344,,,
258,18651,relocate,DB 3,"G ""3""",37.67481,-122.2183,"LNM 29/04, 11th Dist",2004w29,n,259,0.0342090180350637,136.01323851466873,,,
259,18651,relocate,DB 4,"R ""4""",37.6744,-122.2178,"LNM 29/04, 11th Dist",2004w29,n,258,0.034209018034985134,316.0135441029403,,,
260,18651,relocate,DB 5,"G ""5""",37.67919,-122.2127,"LNM 29/04, 11th Dist",2004w29,n,9,0.033778657642963464,135.30774587943222,,,
261,18651,relocate,DB 7,"G ""7""",37.68286,-122.2079,"LNM 29/04, 11th Dist",2004w29,n,84,0.019601604643926924,104.182408778139,,,
262,18651,relocate,SAN LEANDRO LT 12,"Fl R 6s 15ft 3M ""12"" Ra Ref",37.69111,-122.1963,"LNM 29/04, 11th Dist",2004w29,n,20,0.0,0.0,,,
345,18653,relocate,RACOON STRAIT LB 3,"G ""3"" Fl G 4s",37.86115,-122.4574,"LNM 29/04, 11th Dist",2004w29,n,348,0.0,0.0,,,
346,18653,revise,LT 5,"Fl G 4s 20ft 4M ""5""",37.88033,-122.4388,"LNM 29/04, 11th Dist",2004w29,n,321,0.0,0.0,,,
347,18653,revise,LT 4,"Fl R 6s 15ft 4M ""4"" Ra Ref",37.86144,-122.4788,"LNM 29/04, 11th Dist",2004w29,n,239,0.06853653810883831,244.02675685132283,,,
368,18654,relocate,NAPPA R LT 38,"Fl R 4s 15ft 3M ""38""",38.28962,-122.2826,"LNM 29/04, 11th Dist",2004w29,n,379,0.0,0.0,,,
636,18650,relocate,OAKLAND IN HBR LT 7,"Fl G 4s 30ft 7M ""7"" HORN",37.80011,-122.3317,"LNM 29/04, 11th Dist",2004w29,n,109,0.0,0.0,,,
637,18650,relocate,DB 5,"G ""5""",37.74071,-122.2134,"LNM 29/04, 11th Dist",2004w29,n,684,0.05722861162346731,294.1491873210344,,,
258,18651,relocate,DB 3,"G ""3""",37.67481,-122.2183,"LNM 29/04, 11th Dist",2004w29,n,259,0.0342090180350637,136.01323851466873,,,
259,18651,relocate,DB 4,"R ""4""",37.6744,-122.2178,"LNM 29/04, 11th Dist",2004w29,n,258,0.034209018034985134,316.0135441029403,,,
260,18651,relocate,DB 5,"G ""5""",37.67919,-122.2127,"LNM 29/04, 11th Dist",2004w29,n,9,0.033778657642963464,135.30774587943222,,,
261,18651,relocate,DB 7,"G ""7""",37.68286,-122.2079,"LNM 29/04, 11th Dist",2004w29,n,84,0.019601604643926924,104.182408778139,,,
262,18651,relocate,SAN LEANDRO LT 12,"Fl R 6s 15ft 3M ""12"" Ra Ref",37.69111,-122.1963,"LNM 29/04, 11th Dist",2004w29,n,20,0.0,0.0,,,
345,18653,relocate,RACOON STRAIT LB 3,"G ""3"" Fl G 4s",37.86115,-122.4574,"LNM 29/04, 11th Dist",2004w29,n,348,0.0,0.0,,,
346,18653,revise,LT 5,"Fl G 4s 20ft 4M ""5""",37.88033,-122.4388,"LNM 29/04, 11th Dist",2004w29,n,321,0.0,0.0,,,
347,18653,revise,LT 4,"Fl R 6s 15ft 4M ""4"" Ra Ref",37.86144,-122.4788,"LNM 29/04, 11th Dist",2004w29,n,239,0.06853653810883831,244.02675685132283,,,
368,18654,relocate,NAPPA R LT 38,"Fl R 4s 15ft 3M ""38""",38.28962,-122.2826,"LNM 29/04, 11th Dist",2004w29,n,379,0.0,0.0,,,
257,18651,relocate,LT 15,"Fl G 4s 15ft 5M ""15""",37.51765,-122.2066,"LNM 30/04, 11th Dist",2004w30,n,213,0.0,0.0,,,
366,18654,relocate,LT 11,"Fl G 4s 15ft 3M ""11""",38.18321,-122.3124,"LNM 30/04, 11th Dist",2004w30,n,353,0.0,0.0,,,
367,18654,relocate,NAPPA R LT 38,"Fl R 4s 15ft 3M ""38""",38.28962,-122.2826,"LNM 30/04, 11th Dist",2004w30,n,379,0.0,0.0,,,
257,18651,relocate,LT 15,"Fl G 4s 15ft 5M ""15""",37.51765,-122.2066,"LNM 30/04, 11th Dist",2004w30,n,213,0.0,0.0,,,
366,18654,relocate,LT 11,"Fl G 4s 15ft 3M ""11""",38.18321,-122.3124,"LNM 30/04, 11th Dist",2004w30,n,353,0.0,0.0,,,
367,18654,relocate,NAPPA R LT 38,"Fl R 4s 15ft 3M ""38""",38.28962,-122.2826,"LNM 30/04, 11th Dist",2004w30,n,379,0.0,0.0,,,
635,18650,revise,OAKLAND IN HBR LT 7,"Fl G 4s 30ft 7M ""7""",37.80011,-122.3317,"LNM 32/04, 11th Dist",2004w32,n,636,0.0,0.0,,,
256,18651,revise,OYSTER PT LT 10,"Fl R 4s 13ft ""10"" Priv",37.66444,-122.3747,"LNM 32/04, 11th Dist",2004w32,n,112,0.010164078094348983,69.24433098050145,,,
635,18650,revise,OAKLAND IN HBR LT 7,"Fl G 4s 30ft 7M ""7""",37.80011,-122.3317,"LNM 32/04, 11th Dist",2004w32,n,636,0.0,0.0,,,
256,18651,revise,OYSTER PT LT 10,"Fl R 4s 13ft ""10"" Priv",37.66444,-122.3747,"LNM 32/04, 11th Dist",2004w32,n,112,0.010164078094348983,69.24433098050145,,,
630,18650,revise,SUBM WRECK,16ft  Wk,37.75703,-122.3317,"LNM 35/04, 11th Dist",2004w35,n,260,0.0,0.0,,,
631,18650,add,SOUNDING IN FT,21,37.71461,-122.3089,"LNM 35/04, 11th Dist",2004w35,n,251,0.0,0.0,,,
632,18650,add,SOUNDING IN FT,19,37.71161,-122.3069,"LNM 35/04, 11th Dist",2004w35,n,252,0.0,0.0,,,
633,18650,add,SOUNDING IN FT,19,37.70755,-122.3029,"LNM 35/04, 11th Dist",2004w35,n,253,0.0,0.0,,,
634,18650,add,SOUNDING IN FT,29,37.72644,-122.3185,"LNM 35/04, 11th Dist",2004w35,n,255,0.0,0.0,,,
251,18651,add,SOUNDING IN FT,21,37.71461,-122.3089,"LNM 35/04, 11th Dist",2004w35,n,631,0.0,0.0,,,
252,18651,add,SOUNDING IN FT,19,37.71161,-122.3069,"LNM 35/04, 11th Dist",2004w35,n,632,0.0,0.0,,,
253,18651,add,SOUNDING IN FT,19,37.70755,-122.3029,"LNM 35/04, 11th Dist",2004w35,n,633,0.0,0.0,,,
254,18651,add,SOUNDING IN FT,18,37.70472,-122.3007,"LNM 35/04, 11th Dist",2004w35,n,633,0.1994533125123181,328.4077217929452,,,
255,18651,add,SOUNDING IN FT,29,37.72644,-122.3185,"LNM 35/04, 11th Dist",2004w35,n,634,0.0,0.0,,,
630,18650,revise,SUBM WRECK,16ft  Wk,37.75703,-122.3317,"LNM 35/04, 11th Dist",2004w35,n,260,0.0,0.0,,,
631,18650,add,SOUNDING IN FT,21,37.71461,-122.3089,"LNM 35/04, 11th Dist",2004w35,n,251,0.0,0.0,,,
632,18650,add,SOUNDING IN FT,19,37.71161,-122.3069,"LNM 35/04, 11th Dist",2004w35,n,252,0.0,0.0,,,
633,18650,add,SOUNDING IN FT,19,37.70755,-122.3029,"LNM 35/04, 11th Dist",2004w35,n,253,0.0,0.0,,,
634,18650,add,SOUNDING IN FT,29,37.72644,-122.3185,"LNM 35/04, 11th Dist",2004w35,n,255,0.0,0.0,,,
251,18651,add,SOUNDING IN FT,21,37.71461,-122.3089,"LNM 35/04, 11th Dist",2004w35,n,631,0.0,0.0,,,
252,18651,add,SOUNDING IN FT,19,37.71161,-122.3069,"LNM 35/04, 11th Dist",2004w35,n,632,0.0,0.0,,,
253,18651,add,SOUNDING IN FT,19,37.70755,-122.3029,"LNM 35/04, 11th Dist",2004w35,n,633,0.0,0.0,,,
254,18651,add,SOUNDING IN FT,18,37.70472,-122.3007,"LNM 35/04, 11th Dist",2004w35,n,633,0.1994533125123181,328.4077217929452,,,
255,18651,add,SOUNDING IN FT,29,37.72644,-122.3185,"LNM 35/04, 11th Dist",2004w35,n,634,0.0,0.0,,,
629,18650,relocate,S CH  RR LT,Oc Y 4s 68ft Priv,37.74417,-122.3763,"LNM 36/04, 11th Dist",2004w36,n,491,0.0,0.0,,,
629,18650,relocate,S CH  RR LT,Oc Y 4s 68ft Priv,37.74417,-122.3763,"LNM 36/04, 11th Dist",2004w36,n,491,0.0,0.0,,,
623,18650,relocate,N CH RR LT,F Y 68ft Priv,37.7425,-122.3758,"LNM 37/04, 11th Dist",2004w37,n,215,0.0,0.0,,,
624,18650,add,OAKLAND AIRPORT SECURITY ZONE BY A,"""A"" Fl 4s Priv",37.72722,-122.2519,"LNM 37/04, 11th Dist",2004w37,n,116,0.0,0.0,,,
625,18650,add,OAKLAND AIRPORT SECURITY ZONE BY B,"""B"" Fl 4s Priv",37.72556,-122.2533,"LNM 37/04, 11th Dist",2004w37,n,117,0.0,0.0,,,
626,18650,add,OAKLAND AIRPORT SECURITY ZONE BY C,"""C"" Fl 4s Priv",37.72306,-122.2525,"LNM 37/04, 11th Dist",2004w37,n,118,0.0,0.0,,,
627,18650,add,OAKLAND AIRPORT SECURITY ZONE BY D,"""D"" Fl 4s Priv",37.71639,-122.2442,"LNM 37/04, 11th Dist",2004w37,n,500,0.0,0.0,,,
628,18650,add,OAKLAND AIRPORT SECURITY ZONE BY E,"""E"" Fl 4s Priv",37.71083,-122.2353,"LNM 37/04, 11th Dist",2004w37,n,120,0.0,0.0,,,
223,18651,add,OAKLAND AIRPORT SECURITY ZONE BY A,"""A"" Fl 4s Priv",37.72722,-122.2519,"LNM 37/04, 11th Dist",2004w37,n,116,0.0,0.0,,,
224,18651,add,OAKLAND AIRPORT SECURITY ZONE BY B,"""B"" Fl 4s Priv",37.72556,-122.2533,"LNM 37/04, 11th Dist",2004w37,n,117,0.0,0.0,,,
225,18651,add,OAKLAND AIRPORT SECURITY ZONE BY C,"""C"" Fl 4s Priv",37.72306,-122.2525,"LNM 37/04, 11th Dist",2004w37,n,118,0.0,0.0,,,
226,18651,add,OAKLAND AIRPORT SECURITY ZONE BY D,"""D"" Fl 4s Priv",37.71639,-122.2442,"LNM 37/04, 11th Dist",2004w37,n,500,0.0,0.0,,,
227,18651,add,OAKLAND AIRPORT SECURITY ZONE BY E,"""E"" Fl 4s Priv",37.71083,-122.2353,"LNM 37/04, 11th Dist",2004w37,n,120,0.0,0.0,,,
228,18651,add,OAKLAND AIRPORT SECURITY ZONE BY F,"""F"" Fl 4s Priv",37.70472,-122.2267,"LNM 37/04, 11th Dist",2004w37,n,121,0.0,0.0,,,
229,18651,add,OAKLAND AIRPORT SECURITY ZONE BY G,"""G"" Fl 4s Priv",37.69861,-122.2183,"LNM 37/04, 11th Dist",2004w37,n,122,0.0,0.0,,,
230,18651,add,OAKLAND AIRPORT SECURITY ZONE BY H,"""H"" Fl 4s Priv",37.69778,-122.2147,"LNM 37/04, 11th Dist",2004w37,n,123,0.0,0.0,,,
231,18651,add,OAKLAND AIRPORT SECURITY ZONE BY I,"""I"" Fl 4s Priv",37.69806,-122.2125,"LNM 37/04, 11th Dist",2004w37,n,124,0.0,0.0,,,
232,18651,add,OAKLAND AIRPORT SECURITY ZONE BY J,"""J"" Fl 4s Priv",37.69472,-122.2064,"LNM 37/04, 11th Dist",2004w37,n,125,0.0,0.0,,,
233,18651,add,OAKLAND AIRPORT SECURITY ZONE BY K,"""K"" Fl 4s Priv",37.69722,-122.2033,"LNM 37/04, 11th Dist",2004w37,n,126,0.0,0.0,,,
234,18651,add,OAKLAND AIRPORT SECURITY ZONE BY L,"""L"" Fl 4s Priv",37.70083,-122.2097,"LNM 37/04, 11th Dist",2004w37,n,127,0.0,0.0,,,
